MT,ANACONDA DEER LODGE CTY POLICE DEPT,1450-01-287-7003,"TRAILER,MAINTENANCE-REPAIR PARTS,GUIDED MISSILE SYSTEM",1,Each,"$137,814.00",B,3,"Mar 18, 2014 11:55:32 AM"
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 2, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"May 21, 2008 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"May 21, 2008 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GALLATIN CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GALLATIN CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GALLATIN CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"May 21, 2008 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GALLATIN CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 2, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GALLATIN CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"May 21, 2008 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 2, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 5, 2007 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 2, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 2, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 2, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 5, 2007 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 5, 2007 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 5, 2007 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 2, 2006 12:00:00 AM",,
MT,GALLATIN CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 5, 2007 12:00:00 AM",,
MT,GARFIELD CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Oct 10, 2006 12:00:00 AM",
MT,GARFIELD CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Oct 10, 2006 12:00:00 AM",
MT,GARFIELD CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GARFIELD CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Oct 10, 2006 12:00:00 AM",
MT,GARFIELD CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,5855-01-333-9606,"LIGHT AIMING KIT,INFRARED",6,Each,$545.69,C,1,"Mar 18, 2014 11:55:32 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jan 19, 2006 12:00:00 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GLACIER CTY SHERIFF DEPT,5855-00-177-3528,"SEARCHLIGHT,INFRARE",1,Each,"$1,196.00",D,1,"Mar 18, 2014 11:55:32 AM",
MT,GLACIER CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GLASGOW POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GLASGOW POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GLASGOW POLICE DEPT,1005-01-562-9455,"HOLDER,MULTIPLE MAGAZINE",2,Each,$44.87,B,3,"Mar 18, 2014 11:55:32 AM",,
MT,GLASGOW POLICE DEPT,5855-01-407-2300,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,"$12,739.00",C,,"Mar 18, 2014 11:55:32 AM",
MT,GLASGOW POLICE DEPT,8470-01-506-6375,"HELMET,ADVANCED COMBAT",1,Each,$224.46,D,1,"Mar 18, 2014 11:55:32 AM",,
MT,GLASGOW POLICE DEPT,6675-01-503-3579,"SURVEYING INSTRUMENT,ELECTRONIC DISTANCE MEASURING,INFRARED",1,Each,"$55,000.00",Q,3,"Mar 18, 2014 11:55:32 AM"
MT,GLASGOW POLICE DEPT,8470-01-389-3818,"HELMET,COMBAT VEHICLE CREWMANS",8,Each,$676.80,D,1,"Mar 18, 2014 11:55:32 AM",,
MT,GOLDEN VALLEY CTY SHERIFF,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GOLDEN VALLEY CTY SHERIFF,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GOLDEN VALLEY CTY SHERIFF,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 2, 2006 12:00:00 AM",
MT,GOLDEN VALLEY CTY SHERIFF,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 8, 2006 12:00:00 AM",,
MT,GOLDEN VALLEY CTY SHERIFF,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 8, 2006 12:00:00 AM",,
MT,GOLDEN VALLEY CTY SHERIFF,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 8, 2006 12:00:00 AM",,
MT,GOLDEN VALLEY CTY SHERIFF,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 8, 2006 12:00:00 AM",,
MT,GOLDEN VALLEY CTY SHERIFF,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 8, 2006 12:00:00 AM",,
MT,GRANITE CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GRANITE CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GRANITE CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,$89.57,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jul 6, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,$89.57,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jul 6, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jul 6, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
